1024,128,2048,256,4096,512,64
2.020592,0.008021,15.91382,0.039193,126.6959,0.266288,0.002583
1.043428,0.006124,8.097793,0.024075,64.21146,0.144127,0.002291
0.202421,0.002869,1.394978,0.009658,10.71364,0.038208,0.001379
0.210965,0.002669,1.498346,0.00754,11.57496,0.030638,0.001222
0.2008,0.002537,1.782793,0.007719,13.83457,0.033806,0.001115
0.009092,0.000664,0.01308,0.001668,0.020248,0.004788,0.000293
0.00922,0.000692,0.012937,0.001711,0.020358,0.004942,0.00029
